id,name,totalUnits,residentsCount,lat,lng
1636,65 Bay St,447,63,40.7198255,-74.0354286
1638,25 Park Row,110,126,40.7114529,-74.0074527
1640,2928 41st Ave,119,28,40.7509872,-73.9363987
1643,504 Myrtle Ave,144,35,40.6933403,-73.9644072
1644,330 W 45th St,130,41,40.7595804,-73.9898439
1646,295 Central Park W,136,12,40.7878682,-73.9678969
1648,2350 Broadway,312,18,40.7878474,-73.9764372
1649,100 Warren St,227,36,40.7116508,-74.0392154
1650,9 W 31st St,283,110,40.7470322,-73.9866605
1651,77 Sullivan Pl,18,18,40.6647205,-73.9583311
1653,555 W 53rd St,222,26,40.7676967,-73.9928411
1655,400 W 43rd St,892,92,40.7590526,-73.9925457
1657,29-59 Northern Blvd,958,177,40.7501456,-73.9361956
1658,295 Johnston Ave,309,132,40.7117245,-74.0573678
1661,555 W 43rd St,280,47,40.761461,-73.9973651
1663,24 5th Ave,420,15,40.7332403,-73.9962714
1664,60 Water St,290,27,40.7031348,-73.9917844
1665,351 Marin Blvd,507,76,40.7212733,-74.0413753
1666,Savoy Park Aparments,1802,69,40.8173027,-73.9375386
1667,250 W 89th St,142,17,40.7903208,-73.9755404
1695,180 Nassau Str,103,25,40.6982305,-73.9841995
1696,350 E 52nd St,137,59,40.7552101,-73.9657192
1697,488 7th Ave,104,27,40.7526205,-73.9897521
1699,91 Leonard St,111,15,40.7172231,-74.0045792
1700,355 E 72nd st,144,23,40.7681172,-73.9562539
1708,136 Oakland Ave,96,41,40.7374278,-74.0525494
1775,160 Front St,320,55,40.706054,-74.005545
1776,440 W 34th St,134,14,40.7538638,-73.9979279
1777,2416 Queens Pl S,109,17,40.750428,-73.94105
1779,442 W 57th St,118,37,40.7685644,-73.9877549
1781,55 W 14th St,239,10,40.7372881,-73.9961426
1782,220 W 98th St,133,19,40.7956602,-73.9704621
1783,89 Murray St,163,16,40.7151368,-74.0116774
1784,4210 27th St,110,33,40.7499683,-73.9401846
1785,304 W 75th St,119,20,40.7818798,-73.9837146
1789,Southbridge Towers,1641,127,40.7093215,-74.003525
1794,120 Greenwich St,103,12,40.7091285,-74.0132811
1795,204 10th St,153,32,40.7291678,-74.0421748
1797,237 Duffield St,110,38,40.6909668,-73.9841508
1800,155 W 70th St,122,12,40.7771727,-73.9816714
1809,5-49 Borden Ave,132,11,40.7417206,-73.9554071
1811,Chatham Green,420,22,40.7127474,-73.9993651
1812,1 Clinton St,133,21,40.6960415,-73.9913797
1813,170 W 23rd St,120,14,40.743773,-73.9954779
1814,220 Water St,135,12,40.7026808,-73.9852986
1816,959 1st Ave,113,17,40.7557059,-73.9652383
1823,201 W 93rd st,220,13,40.792526,-73.972086
1825,36-20 Steinway St,143,33,40.7527952,-73.9242166
1829,55 Wall St,107,13,40.706088,-74.0092519
1830,455 W 34th St,127,36,40.7545557,-73.9983603
1831,Morningside Gardens,1884,70,40.8123315,-73.9598646
1832,444 Warren St,432,85,40.7235991,-74.0378781
1833,85 4th Ave,159,11,40.7315102,-73.9899321
1837,150 Union Ave,58,31,40.7041922,-73.9499885
1871,465 Washington Blvd,279,44,40.7241317,-74.0365814
1872,5203 Center Blvd,800,703,40.741917,-73.9595499
1875,1 Market St,341,36,39.9474868,-75.1270753
1880,182 E 95th St,252,26,40.7845852,-73.9504443
1922,540 Manhattan Ave,77,11,40.8092504,-73.9533867
2071,88 Regent St,389,85,40.7155341,-74.0490606
2111,232 E 18th St,29,37,40.6455716,-73.9626394
2273,Haus25,750,161,40.7176405,-74.0385498
2274,165 W 127th St,52,19,40.8103101,-73.9470732
2305,250 E 40th st,232,33,40.7485306,-73.9735684
2327,24 Beacon Way,-,37,40.7225666,-74.0632282
2354,160 Clarkson Ave,116,109,40.6548531,-73.9544198
2369,220 Riverside Blvd,423,87,40.7798567,-73.9873973
2397,20 Confucius Plaza,495,37,40.7142161,-73.9971182
2398,304 W 92nd St,119,22,40.7927541,-73.9758174
2399,35 Hudson St,645,82,40.7133378,-74.0355594
2400,310 Greenwich St,412,119,40.7176638,-74.0111526
2401,106 Central Park S,325,37,40.765429,-73.976895
2402,260 W 26th St,208,10,40.7468656,-73.9966838
2403,400 Claremont Ave,635,258,40.7156286,-74.08901
2404,310 E 44th St,330,29,40.7504739,-73.9702846
2408,245 E 19th St,294,31,40.7356797,-73.9829569
2409,700 Grove St,231,102,40.735877,-74.0396515
2410,135 Montgomery St,200,27,40.7167807,-74.0407555
2411,280 Marin Blvd,400,87,40.718384,-74.0413497
2424,232 E 54th St,128,21,40.7575758,-73.9675826
2425,160 Bleecker St,189,26,40.7284664,-74.0002081
2426,60 W 57th St,252,12,40.7640369,-73.9769545
2427,4610 Crane St,160,23,40.745116,-73.9465882
2428,215 W 95th St,211,12,40.7938919,-73.9717149
2429,300 Communipaw Ave,157,83,40.7092268,-74.0597199
2430,414 Hicks St,189,11,40.6884964,-74.0001048
2431,205 State St,239,11,40.6901211,-73.990675
2432,307 W Elizabeth Ave,239,205,40.6282609,-74.2543843
2433,166 2nd Ave,169,18,40.7299498,-73.9863111
2435,200 E 90th St,216,12,40.7810446,-73.9519172
2436,215 E 68th St,589,46,40.7667624,-73.9609014
2440,35 W 33rd St,168,15,40.7487923,-73.9868274
2442,474 Warren St,419,54,40.7241156,-74.0378284
2443,1575 Harbor Blvd,228,18,40.7624766,-74.0222547
2446,301 Elizabeth St,183,23,40.7249597,-73.9934249
2451,790 11th Ave,306,41,40.7477571,-74.0078926
2454,535 Dean St,163,10,40.6814527,-73.9722951
2457,90 Gold St,340,28,40.709837,-74.0038923
2459,666 W End Ave,367,29,40.7926937,-73.9745777
2460,240 Central Park S,323,21,40.7670726,-73.9810516
2462,333 E 102nd St,229,35,40.7875773,-73.9426463
2463,270 Marin Blvd,400,58,40.7176875,-74.0402481
2464,80 N Moore St,420,60,40.7199319,-74.0108707
2465,155 E 29th St,279,27,40.7430148,-73.9806455
2467,1125 Maxwell Ln,376,22,40.7506923,-74.0249192
2473,333 E 34th St,194,41,40.744299,-73.9740525
2474,325 Lafayette Ave,116,10,40.6888705,-73.9626917
2476,333 Lafayette Ave,337,20,40.6894248,-73.9618413
2478,40 Park Ave,153,17,40.7486969,-73.9806893
2479,50 Bayard St,168,15,40.7187817,-73.9510022
2480,333 E 30th St,276,15,40.7420749,-73.9757973
2481,770 Jackson St,424,128,40.747177,-74.038961
2482,30 Regent St,176,43,40.7153908,-74.0475001
2483,1 2nd St,281,26,40.7210415,-74.0352492
2484,279 E 44th St,234,39,40.7514705,-73.9714149
2486,555 W 59th St,183,20,40.7715251,-73.9895943
2487,1215 Broadway,204,30,40.7669131,-73.9342893
2488,600 Harbor Blvd,244,31,40.7586717,-74.0209761
2489,460 Grand St,200,21,40.7176337,-74.0547434
2490,240 W 73rd St,200,35,40.7796854,-73.9826586
2491,95 Christopher St,200,29,40.7335403,-74.0047471
2492,45 River Dr S,445,99,40.728265,-74.033484
2494,558 Fulton St,138,18,40.6884829,-73.9801896
2495,236 E 47th St,165,24,40.7532054,-73.9706122
2496,7 DeKalb Ave,232,52,40.6904782,-73.9828489
2497,45 Park Ln S,160,29,40.7309944,-74.0313893
2498,126 Clifton Pl,229,73,40.7220062,-74.0646118
2499,30 W 141st St,259,29,40.8168841,-73.9363743
2500,300 Coles St,230,39,40.7345347,-74.0454647
2501,375 State St,198,13,40.6874469,-73.9838223
2505,580 Main St,171,12,40.7625956,-73.9486211
2507,425 W 18th St,160,55,40.7441798,-74.0048104
2509,10 Huron Ave,256,58,40.7363974,-74.0616193
2511,1400 Hudson St,324,29,40.7537646,-74.0253302
2512,500 Central Ave,303,37,40.7560731,-74.0428315
2513,1530 Palisade Ave,479,40,40.8469791,-73.9688831
2514,800 Palisade Ave,190,11,40.829519,-73.9793573
2515,3312 Hudson Ave,139,19,40.7704101,-74.0253828
2516,1450 Washington St,157,12,40.754049,-74.0262483
2517,100 Colfax Ave,161,13,40.5795138,-74.1075247
2518,1512 Palisade Ave,271,14,40.8457311,-73.970055
2519,100 Manhattan Ave,427,67,40.7516276,-74.0374459
2520,320 Adolphus Ave,206,31,40.8139795,-73.9888338
2521,4 Beacon Way,321,69,40.7231243,-74.0638668
2522,201 Marin Blvd,405,63,40.7147359,-74.0431397
2523,55 Riverwalk Pl,349,95,40.7825422,-74.0067517
2524,700 1st St,328,70,40.7397616,-74.0422654
2525,10 Provost St,242,34,40.7202811,-74.0387351
2526,10 Regent St,134,15,40.7155004,-74.0465834
2527,8100 River Rd,203,26,40.7979549,-73.9941136
2531,250 Gorge Rd,307,46,40.812352,-73.9899572
2540,Galaxy Towers,1113,93,40.7901688,-74.0007343
2541,6050 JFK Blvd E,189,14,40.784824,-74.0064959
2542,8200 Boulevard E,347,29,40.7994756,-73.9961337
2543,28 Cottage St,169,69,40.734428,-74.0606018
2544,900 Monroe St,141,43,40.7492163,-74.0376694
2545,7855 Boulevard E,308,34,40.7974813,-73.9986587
2546,7912 River Rd,177,20,40.7970574,-73.9953991
2547,1500 Harbor Blvd,238,27,40.7611262,-74.0209674
2548,1200 S 5th St,283,26,40.7356175,-74.1524388
2549,605 Pavonia Ave,682,97,40.731939,-74.0607734
2550,800 Park Ave,366,37,40.852455,-73.9659579
2551,2 Horizon Rd,178,14,40.838916,-73.9739249
2552,100 Old Palisade Rd,567,146,40.8482141,-73.9663005
2553,200 Winston Dr,615,44,40.8276389,-73.9794217
2554,180 Morgan St,473,70,40.7203282,-74.0414415
2555,1100 Maxwell Ln,212,20,40.7500104,-74.0251236
2556,1111 River Rd,204,25,40.5134068,-74.4711779
2560,150 4th Ave,95,21,40.6797275,-73.9818356
2565,4-21 27th Ave,201,10,40.7748108,-73.9327728
2566,112-01 Queens Blvd,204,13,40.7190009,-73.8365029
2567,Park Hill City,234,31,40.7054029,-73.8042602
2568,67-66 108th St,207,18,40.7272034,-73.8471901
2570,118-18 Union Tpke,208,14,40.712427,-73.8339551
2572,72-81 113th St,174,12,40.7199582,-73.8357232
2574,2 Bay Club Dr,571,31,40.7781488,-73.782075
2575,1919 24th Ave,188,20,40.7772872,-73.9217185
2576,118-17 Union Tpke,204,18,40.7129779,-73.8345967
2577,13915 83rd Ave,283,14,40.7133443,-73.8194372
2578,35-20 Leverich St,412,10,40.7500272,-73.8956895
2579,102-10 66th Rd,241,20,40.7282586,-73.8513251
2582,1203 River Rd,241,14,40.8352235,-73.9698713
2583,50 Dey St,221,12,40.7378063,-74.0665127
2584,6125 97th St,222,22,40.7336463,-73.8618276
2585,13327 39th Ave,159,56,40.7593412,-73.8339633
2586,6515 38th Ave,146,10,40.747248,-73.897915
2588,89 Monitor St,130,100,40.7121096,-74.0579188
2589,270 10th St,163,69,40.7293607,-74.0455997
2590,1500 Hudson St,247,30,40.7545056,-74.024915
2591,1025 Maxwell Ln,169,16,40.7492621,-74.0246141
2592,75 Liberty Ave,146,16,40.7389671,-74.0647946
2593,800 Jefferson St,276,14,40.7475497,-74.0359746
2594,50 Riverside Blvd,185,10,40.7740549,-73.9913705
2596,32-42 33rd St,60,12,40.7602255,-73.924914
2597,40-28 College Point Blvd,359,21,40.7571311,-73.8343021
2599,39-60 54th St,217,10,40.7464368,-73.9099634
2601,45-02 Ditmars Blvd,200,16,40.7704603,-73.9029004
2603,80 Park Ave,224,29,40.7502793,-73.9795235
2611,Chelsea Gardens,171,12,40.745005,-73.997338
2612,555 W 23rd St,323,18,40.7486954,-74.0060383
2613,1020 Grand Concourse,447,29,40.8301222,-73.9202611
2614,880 Boynton Ave,224,16,40.8214206,-73.8759785
2615,2550 Olinville Ave,213,22,40.8644237,-73.8680481
2619,25-40 Shore Blvd,333,25,40.7765717,-73.9283585
2621,Roosevelt Terrace Cooperative,426,43,40.7507675,-73.8819067
2622,150-38 Union Tpke,214,16,40.7187728,-73.811168
2624,249 E 48th St,161,58,40.7539575,-73.9696231
2625,333 E 45th St,167,11,40.7514266,-73.969206
2645,175 W 95th,229,22,40.7933424,-73.9704492
2648,10420 68th Dr,105,15,40.7244024,-73.8497917
2649,97-40 62nd Dr,187,15,40.7325379,-73.8601516
2651,6115 98th St,206,11,40.7346339,-73.8602384
2653,61-25 98th St,210,20,40.7349448,-73.8593449
2662,110 Green St,131,19,40.7333419,-73.956467
2663,235 Grand St,565,86,40.7157042,-74.0444669
2665,111 Mulberry St,134,13,40.7176473,-73.9983796
2667,55 Austin Pl,146,11,40.631573,-74.0859355
2669,2630 Kingsbridge Ter,187,10,40.8697508,-73.905391
2670,377 N Broadway Ave,158,10,40.9484732,-73.8932284
2671,61-35 98th St,210,29,40.7343409,-73.859014
2672,97-10 62nd Dr,187,21,40.7324113,-73.8613203
2675,98-20 62nd Dr,185,10,40.7330005,-73.858646
2680,97-07 63rd Rd,178,24,40.7315938,-73.8606057
2682,65-50 Wetherole St,146,10,40.7255887,-73.8589005
2684,The Howard Apartments,450,27,40.7282606,-73.852283
2687,97-37 63rd Rd,183,17,40.7318958,-73.8599645
2752,435 W 57th St,260,30,40.7687723,-73.987181
2764,215 E 80th St,137,14,40.7747919,-73.9558198
2771,522 Shore Rd,244,17,40.5835551,-73.6483781
2772,100 Carlyle Dr,355,34,40.826336,-73.978556
2773,2000 Linwood Ave,480,18,40.8539793,-73.9742511
2792,700 Shore Rd,179,19,40.5838456,-73.643181
2793,1265 15th St,184,11,40.843234,-73.983571
2795,45 W 139th St,259,21,40.8164422,-73.9371532
2806,1543 E 19th St,50,38,40.612444,-73.954795
2809,Pineapple & Henry St Block,266,34,40.6984808,-73.9935197
2812,46th St & 9th Ave Block,286,30,40.7605585,-73.9913885
2813,Clinton & Willoughby Ave Block,469,29,40.6917709,-73.967994
2814,Tillary St & Brooklyn Bridge Block,589,19,40.6965776,-73.9883987
2815,Clinton St & Joralemon St Block,237,22,40.6931598,-73.9934183
2816,Monroe Pl & Pierrepont St Block,170,18,40.6965399,-73.9922134
2817,Shore & Ridge Block,171,18,40.617623,-74.038637
2818,Shore Rd &  93rd St Block,309,24,40.6188938,-74.0391396
2819,150th St & 72nd Rd Block,528,13,40.7291476,-73.8164081
2822,Ave R & E 14th St Block,336,19,40.6061217,-73.9590406
2823,Cortelyou Rd & E 8th St Block,464,42,40.6393194,-73.9715702
2829,Astoria West,569,270,40.7697262,-73.9341911
2830,35 E 35th St,123,20,40.7481837,-73.9813111
2831,10 Rutgers St,83,25,40.7138138,-73.9905677
2835,Fort Washington Ave & W 173rd St Block,383,76,40.8455125,-73.9414496
2842,29 Cornelia St,26,22,40.7314775,-74.0024921
2843,W 137th St & Broadway Block,353,36,40.8216644,-73.9551546
2846,460 Main St,340,79,40.7589097,-73.9517977
2847,555 S 1st St,348,71,40.7420276,-74.1624043
2848,564 1st & 545 1st Ave,291,198,40.7424244,-73.9741796
2849,1102 49th Ave,123,16,40.7427542,-73.9510745
2850,2218 Jackson Ave,169,25,40.7450934,-73.9470701
2851,18 6th Ave,858,296,40.682741,-73.9740643
2852,1 Bell Slip,413,258,40.7373591,-73.9586674
2853,20 Newport Pkwy,215,52,40.7292886,-74.0326076
2861,124 Adams,-,21,40.7283871,-74.1589984
2867,345 E 94th St,198,22,40.7823266,-73.9460053
2877,429 E 52nd St,292,267,40.7550276,-73.9637644
2884,150 E 18th St,212,22,40.7358291,-73.9858934
2901,415 Red Hook Lane,104,13,40.6910547,-73.9887076
2913,77 Charlton St,159,22,40.7273546,-74.006503
2917,LeFrak City,4617,160,40.7348129,-73.8644934
2918,147-25 94th Ave,533,235,40.6993213,-73.8066743
2919,425 Grand Concourse,277,53,40.816984,-73.9285079
2920,545 Vanderbilt Ave,234,133,40.6822658,-73.9675278
2921,Woodcliffe Gardens,-,22,40.8016107,-73.9960076
2922,Murray Hill Terrace,120,42,40.7470846,-73.9768078
2925,933-937 Rogers Ave,64,65,40.6475563,-73.9519876
2927,378 Weirfield St,39,28,40.6960819,-73.906649
2933,30 Kent,150,47,40.7301549,-73.9600797
2934,961 Willoughby Ave,-,51,40.6981255,-73.9307007
2938,Briar Hill,397,25,40.8920689,-73.9103546
2939,The Miles Complex,320,36,40.7997338,-73.9411061
2940,Park Towers S,138,27,40.7673801,-73.9837605
2949,Gated Building A,100,20,40.6032625,-74.144179
2951,321 Wythe Ave,130,37,40.7138486,-73.964983
3000,276 Grand Concourse,215,221,40.8138145,-73.9291797
3001,2401 3rd Ave,458,35,40.8085909,-73.9318194
3002,2065 Ryer Ave,134,24,40.8523491,-73.9012515
3003,La Central,496,115,40.8160887,-73.9158897
3038,2319 E 3rd Ave,404,93,40.5934805,-73.9676842
3041,475 W 57th St,178,21,40.769266,-73.9880763
3070,23 Bruckner Blvd,130,46,40.8078094,-73.9283559
3071,329 E 132nd St,91,21,40.8059594,-73.9270267
3073,101 Bruckner Blvd,55,32,40.805475,-73.9236281
3074,212 Bennett Ave,40,14,40.8544488,-73.9346482
3075,The Highbridge,39,18,40.838479,-73.9367931
3076,Edgecombe Parc,49,14,40.8387144,-73.9369924
3077,618 W 143rd St,86,21,40.8254974,-73.9526687
3078,Hudson 192,63,18,40.8574499,-73.9325971
3079,Perch Harlem,34,25,40.8310502,-73.946223
3080,670 Riverside Dr,59,11,40.8264621,-73.952032
3083,251 W 117th St,72,43,40.8046429,-73.9535018
3084,The Rennie,134,32,40.8168816,-73.9419981
3085,CL Tower,60,13,40.801188,-73.937242
3086,2205 3rd Ave,64,24,40.8006015,-73.9375895
3094,The Heritage,600,65,40.7964299,-73.947782
3109,505 W 47th St,108,11,40.763305,-73.9937922
3111,310 Clarkson Ave,170,31,40.6553128,-73.949713
3113,1 Union Square S,240,28,40.7342037,-73.9900245
3117,400 5th Ave,190,31,40.7500752,-73.9837835
3120,208 Delancey St,76,55,40.7175666,-73.9832325
3121,Eagle & West,745,128,40.7352428,-73.9602632
3123,401 E 62nd St,13,14,40.7614676,-73.9601862
3137,310 W 56th St,115,29,40.7661814,-73.9841508
3139,Greene,130,56,40.7453084,-73.9445819
3140,Bevel LIC,195,13,40.7497287,-73.9406204
3141,Gotham Point,1132,325,40.7387592,-73.9607918
3142,Luna LIC,142,17,40.7501277,-73.9407123
3143,37-05 30th St,186,31,40.7549346,-73.9320201
3148,783 Knickerbocker Ave.,38,24,40.6929624,-73.9078421
3151,The Soho Abbey,147,20,40.7243757,-73.993916
3213,22 Chapel St,180,39,40.6968811,-73.9857122
3241,380 Montgomery Street,-,14,40.7201425,-74.0520416
3244,2319 3rd Avenue,-,69,40.8042046,-73.9352508
3267,94 North 3rd Street,75,10,40.7167075,-73.9623217
3274,2385 Third Avenue,301,16,40.8085632,-73.9319716
3314,220 North 10th Street,2,19,40.718129,-73.9540295
3368,11-39 49th Avenue,194,12,40.742871,-73.949913
3385,146-147 94th Avenue,380,69,40.6990192,-73.8069764
3410,1430 Fulton Street,115,10,40.6798959,-73.9433528
3415,20 Broad Street,2,13,40.7067854,-74.0113571
3420,2959 Northern Boulevard,1,23,40.7501334,-73.9362029
3434,555 Mount Prospect Avenue,193,19,40.770684,-74.167695
3441,130 Water Street,2,13,40.7056932,-74.0071228
3456,1 North 4th Street,3,10,40.7193007,-73.9640252
3479,321 East 22nd Street,118,10,40.7369187,-73.980294
3496,244 Saint Pauls Avenue,99,14,40.737671,-74.062214
3498,248 North 8th Street,104,20,40.7161982,-73.9540295
3506,2 Marine View Plaza,216,16,40.7399824,-74.0285951
3509,180 10th Street,128,21,40.7289692,-74.0409185
3547,333 Grand Street,221,46,40.7162677,-74.0487852
3569,315 15th Street,394,73,40.7327847,-74.0461682
3586,90 Sands Street,488,20,40.6998066,-73.9872353
3643,Jersey City Boulevard,-,15,40.7072271,-74.0578401
3651,1 Harborside Place,-,10,40.7196517,-74.0322581
3670,2 Ash Street,93,33,40.7141073,-74.056719
3688,1101 President Street,335,51,40.668707,-73.954085
3707,130 Hope Street,143,46,40.7120895,-73.9530433
3712,234 Suydam Avenue,80,37,40.7088127,-74.0615463
3716,880 Bergen Avenue,56,16,40.7290014,-74.0657894
3760,91 Boerum Street,387,13,40.7060408,-73.9459317
3888,84-10 Main Street,118,11,40.713163,-73.8172993
3931,56- 27 2nd Street,443,59,40.7386432,-73.960714
3935,14725 94th Avenue,534,37,40.6995387,-73.806146
3936,1010 Pacific Street,175,25,40.6792676,-73.9601154
3975,239 North 9th Street,79,31,40.7168295,-73.9528393
3985,15 Carbon Place,198,49,40.712444,-74.0931483
4050,100 Dudley Street,173,33,40.7126771,-74.0389113
4069,200 North 11th Street,54,14,40.7190361,-73.9539871
4114,178 North 11th Street,50,28,40.7194569,-73.9546336
4136,1309 5th Avenue,272,11,40.7971721,-73.9486175
4164,31 Debevoise Street,45,32,40.7018485,-73.9417151
4172,331 Pine Street,98,22,40.713907,-74.0567839
4190,53 Broadway,75,29,40.7107645,-73.9663357
4275,711 Amsterdam Avenue,195,15,40.7929157,-73.9707784
4284,4705 Center Boulevard,380,17,40.7459298,-73.9564103
4296,869 Park Avenue,44,25,40.6988805,-73.9403449
4326,26 University Place Boulevard,199,53,40.7118408,-74.0927728
4464,25 Bruckner Boulevard,67,16,40.8074797,-73.9284963
4538,2 North 6th Street,554,17,40.7208382,-73.963485
4605,1128 30th Drive,137,11,40.769598,-73.933419
4606,618 Bushwick Avenue,100,12,40.6979427,-73.9338925
4690,10 Church Towers,131,10,40.7426705,-74.0344702
4697,121 Garabrant Street,80,36,40.7125136,-74.0559926
4775,150 50th Avenue,619,27,40.7433161,-73.9590139
4794,1137 31st Avenue,110,12,40.769328,-73.933866
4821,111 Centre Ave,333,48,40.9065301,-73.7833633
4908,1 Wall Street,126,11,40.7071061,-74.0118801
5019,101 Bedford Avenue,351,41,40.7202946,-73.9544731
5061,112 West 72nd Street,62,11,40.7773257,-73.9793528
5102,310 10th Street,163,100,40.729546,-74.0473624
5106,185 South 4th Street,47,15,40.7112253,-73.9605381
5122,450 Kent Avenue,142,15,40.7087465,-73.9685874
5145,562 West End Avenue,77,11,40.7896709,-73.9769193
5258,20 West 64th Street,655,30,40.7713091,-73.9805769
5288,605 Hart Street,27,22,40.6979876,-73.9279372
5350,1385 York Avenue,289,26,40.7679086,-73.9535088
5357,7002 Boulevard East,165,25,40.7903567,-74.0004881
5367,393 Weirfield Street,-,25,40.695909,-73.9066113
5497,336 Himrod St,63,25,40.7023945,-73.9174658
5516,1200 Frank E Rodgers Boulevard South,-,13,40.7356519,-74.1543755
5528,522 West 157th Street,-,11,40.8332339,-73.9433535
5542,11 East 1st Street,-,11,40.724342,-73.9917504
5639,1763 2nd Avenue,323,74,40.7817855,-73.9495346
5643,103 South Wood Avenue,-,12,40.62961,-74.249066
5690,100 South Wood Avenue,-,11,40.6292431,-74.2495053
5716,111-32 76th Avenue,-,12,40.716934,-73.8363422
5734,1137 Westchester Ave,51,37,41.0112809,-73.7246624
5936,4901 Bergenline Avenue,-,47,40.7823007,-74.0215893
5966,525 East 14th Street,105,11,40.7302732,-73.979105
6069,88 Clifton Place,241,48,40.7202745,-74.0645732
6097,11 Avenue at Port Imperial,317,29,40.7841296,-74.0043247
6157,1 Towne Centre,37,16,40.8286289,-73.9872728
6173,689 Marin Boulevard,209,13,40.7359856,-74.0390548
6235,2708 Snyder Avenue,105,20,40.6486719,-73.9519348
6294,118-123 83rd Avenue,79,41,40.7082211,-73.8341177
6446,1320 York Avenue,544,107,40.7658246,-73.9541459
6539,455 West 44th Street,35,11,40.7608682,-73.993872
6583,200 East 17th Street,60,12,40.6456538,-73.9636266
6593,110 Bleecker Street,178,12,40.7270373,-73.9981345
6639,435 East 70th Street,393,91,40.7659324,-73.955058
6655,215 W 101st St,85,36,40.7977815,-73.9690067
6659,1380 York Avenue,78,10,40.767884,-73.9526589
6660,Dixon Mills,467,42,40.7210985,-74.0492876
6661,227 Columbus Drive,1,23,40.7212979,-74.0493837
6686,568 Union Avenue,95,23,40.7178417,-73.9518014
6697,33-01 38th Avenue,90,12,40.7529237,-73.9299773
6739,1831 Madison Avenue,129,15,40.8021443,-73.9430084
6781,635 East 14th Street,95,12,40.7290511,-73.9760708
6789,285 Avenue C,105,15,40.7310139,-73.97534
6793,283 Avenue C,105,16,40.7307554,-73.9757301
6795,620 East 20th Street,89,16,40.7326138,-73.9748294
6810,624 East 20th Street,96,10,40.7320205,-73.9758297
6827,523 East 14th Street,105,19,40.7301169,-73.9796183
6830,615 East 14th Street,91,10,40.7294292,-73.9769944
6835,653 East 14th Street,97,12,40.7301095,-73.9764284
6842,625 East 14th Street,91,13,40.7291361,-73.9772798
6864,649 East 14th Street,95,11,40.730356,-73.977063
6908,16 Stuyvesant Oval,105,17,40.7315493,-73.975787
6909,540 East 20th Street,91,11,40.732908,-73.9758225
6910,20 Stuyvesant Oval,103,10,40.7322297,-73.9765145
6914,440 East 20th Street,93,17,40.733947,-73.9783733
6962,540 Fulton St,336,57,40.6887316,-73.9813458
6973,524 East 20th Street,105,20,40.7327201,-73.9771207
6975,601 East 20th Street,2,11,40.7334017,-73.9750661
6977,8 Peter Cooper Road,126,12,40.7340466,-73.9752499
6978,541 East 20th Street,119,14,40.73348,-73.9756168
6982,7 Peter Cooper Road,119,11,40.7345317,-73.9752721
6998,63 Roebling Street,54,18,40.7167728,-73.9542167
6999,212 North 9th Street,33,13,40.717726,-73.9548047
7001,247 North 7th Street,66,16,40.7159484,-73.9544024
7008,544 Union Avenue,96,19,40.7171238,-73.9518307
7059,373 Wythe Avenue,88,35,40.7122355,-73.9657892
7064,428 Wythe Avenue,36,18,40.711304,-73.9666502
7080,34 North 6th Street,251,14,40.7199971,-73.962886
7107,244 West 72nd Street,85,14,40.779173,-73.9836687
7153,7004 JFK Boulevard East,1,20,40.7911564,-73.9996663
7158,7000 JFK Boulevard East,3,50,40.7903644,-74.0007528
7177,25 Boerum Street,387,16,40.7056195,-73.949162
7195,Washington Square Village,1885,79,40.7269406,-73.9966687
7236,415 Newark Street,79,29,40.7369454,-74.0371919
7250,300 Grand Street,99,32,40.741069,-74.0357224
7269,345 South End Avenue,2,11,40.711034,-74.0162083
7273,450 North End Avenue,151,47,40.7172551,-74.0138227
7294,525 East 13th Street,47,11,40.7293409,-73.979636
7314,70-65 Queens Boulevard,91,12,40.7398551,-73.8917182
7395,446 Kent Avenue,75,28,40.7088267,-73.9693804
7398,60 South 8th Street,212,21,40.7096502,-73.9671697
7401,65 South 11th Street,58,20,40.7076939,-73.9665647
7486,46-20 11th Street,43,15,40.7459366,-73.9508193
7494,47-33 5th Street,30,13,40.744933,-73.955537
7520,185 East 85th Street,444,71,40.7786303,-73.9548117
7523,311 11th Avenue,703,84,40.7531594,-74.004505
7531,17 Avenue at Port Imperial,370,29,40.782749,-74.0053472
7540,800 Harbor Boulevard,810,19,40.7590685,-74.0245962
7542,25 Avenue at Port Imperial,304,66,40.7797127,-74.0098779
7549,37-46 72nd Street,154,12,40.7473294,-73.8939464
7557,301 East 94th Street,109,23,40.7829968,-73.9475432
7567,1755 York Avenue,329,19,40.7794893,-73.9447028
7568,1305 Paterson Plank Road,324,10,40.7659742,-74.0442231
7587,1100 Avenue at Port Imperial,325,11,40.7739584,-74.012563
7595,250 East 63rd Street,182,14,40.7632383,-73.9631409
7602,1998 2nd Avenue,202,29,40.7884893,-73.943643
7604,243 West 28th Street,233,43,40.7482038,-73.9951756
7613,145 4th Avenue,210,17,40.7341707,-73.9896761
7652,140 East 46th Street,201,12,40.7536619,-73.9740156
7676,301 West 57th Street,295,10,40.767078,-73.9831196
7688,62-11 108th Street,182,14,40.7367267,-73.8512349
7715,1 Marine View Plaza,216,13,40.7407557,-74.0280426
7734,330 Angelo Cifelli Drive,330,18,40.741127,-74.156752
7743,10 Commerce Drive,172,24,40.9139209,-73.7804204
7753,7 Navy Pier Court,471,13,40.6296235,-74.0738894
7756,198 Academy Street,69,19,40.727635,-74.062963
